Weekly Income,Region,Value
"$650-$799 ($33,800-$41,599)",Heidelberg West,0
"$800-$999 ($41,600-$51,999)",Heidelberg West,0
"$1,000-$1,249 ($52,000-$64,999)",Heidelberg West,0
"$1,250-$1,499 ($65,000-$77,999)",Heidelberg West,0
"$1,500-$1,749 ($78,000-$90,999)",Heidelberg West,0
"$1,750-$1,999 ($91,000-$103,999)",Heidelberg West,0
"$2,000-$2,499 ($104,000-$129,999)",Heidelberg West,0
"$2,500-$2,999 ($130,000-$155,999)",Heidelberg West,0
"$3,000-$3,499 ($156,000-$181,999)",Heidelberg West,0
"$3,500-$3,999 ($182,000-$207,999)",Heidelberg West,0
"$4,000-$4,499 ($208,000-$233,999)",Heidelberg West,0
"$4,500-$4,999 ($234,000-$259,999)",Heidelberg West,0
"$5,000-$5,999 ($260,000-$311,999)",Heidelberg West,0
"$6,000-$7,999 ($312,000-$415,999)",Heidelberg West,0
"$8,000 or more ($416,000 or more)",Heidelberg West,0
Partial income stated,Heidelberg West,0
All incomes not stated,Heidelberg West,0
Negative income,Heidelberg West,0
Nil income,Heidelberg West,0
"$1-$149 ($1-$7,799)",Heidelberg West,0
"$150-$299 ($7,800-$15,599)",Heidelberg West,0
"$300-$399 ($15,600-$20,799)",Heidelberg West,0
"$400-$499 ($20,800-$25,999)",Heidelberg West,0
"$500-$649 ($26,000-$33,799)",Heidelberg West,0
"$650-$799 ($33,800-$41,599)",Heidelberg West,0
"$800-$999 ($41,600-$51,999)",Heidelberg West,0
"$1,000-$1,249 ($52,000-$64,999)",Heidelberg West,0
"$1,250-$1,499 ($65,000-$77,999)",Heidelberg West,0
"$1,500-$1,749 ($78,000-$90,999)",Heidelberg West,0
"$1,750-$1,999 ($91,000-$103,999)",Heidelberg West,0
"$2,000-$2,499 ($104,000-$129,999)",Heidelberg West,0
"$2,500-$2,999 ($130,000-$155,999)",Heidelberg West,0
"$3,000-$3,499 ($156,000-$181,999)",Heidelberg West,0
"$3,500-$3,999 ($182,000-$207,999)",Heidelberg West,0
"$4,000-$4,499 ($208,000-$233,999)",Heidelberg West,0
"$4,500-$4,999 ($234,000-$259,999)",Heidelberg West,0
"$5,000-$5,999 ($260,000-$311,999)",Heidelberg West,0
"$6,000-$7,999 ($312,000-$415,999)",Heidelberg West,0
"$8,000 or more ($416,000 or more)",Heidelberg West,0
Partial income stated,Heidelberg West,0
All incomes not stated,Heidelberg West,0
Negative income,Heidelberg West,0
Nil income,Heidelberg West,0
"$1-$149 ($1-$7,799)",Heidelberg West,0
"$150-$299 ($7,800-$15,599)",Heidelberg West,0
"$300-$399 ($15,600-$20,799)",Heidelberg West,0
"$400-$499 ($20,800-$25,999)",Heidelberg West,0
"$500-$649 ($26,000-$33,799)",Heidelberg West,0
"$650-$799 ($33,800-$41,599)",Heidelberg West,0
"$800-$999 ($41,600-$51,999)",Heidelberg West,0
"$1,000-$1,249 ($52,000-$64,999)",Ivanhoe,277
"$1,250-$1,499 ($65,000-$77,999)",Ivanhoe,258
"$1,500-$1,749 ($78,000-$90,999)",Ivanhoe,276
"$1,750-$1,999 ($91,000-$103,999)",Ivanhoe,219
"$2,000-$2,499 ($104,000-$129,999)",Ivanhoe,471
"$2,500-$2,999 ($130,000-$155,999)",Ivanhoe,283
"$3,000-$3,499 ($156,000-$181,999)",Ivanhoe,221
"$3,500-$3,999 ($182,000-$207,999)",Ivanhoe,240
"$4,000-$4,499 ($208,000-$233,999)",Ivanhoe,151
"$4,500-$4,999 ($234,000-$259,999)",Ivanhoe,165
"$5,000-$5,999 ($260,000-$311,999)",Ivanhoe,190
"$6,000-$7,999 ($312,000-$415,999)",Ivanhoe,160
"$8,000 or more ($416,000 or more)",Ivanhoe,21
Partial income stated,Ivanhoe,333
All incomes not stated,Ivanhoe,71
Negative income,Ivanhoe,13
Nil income,Ivanhoe,70
"$1-$149 ($1-$7,799)",Ivanhoe,25
"$150-$299 ($7,800-$15,599)",Ivanhoe,74
"$300-$399 ($15,600-$20,799)",Ivanhoe,85
"$400-$499 ($20,800-$25,999)",Ivanhoe,187
"$500-$649 ($26,000-$33,799)",Ivanhoe,146
"$650-$799 ($33,800-$41,599)",Ivanhoe,207
"$800-$999 ($41,600-$51,999)",Ivanhoe,207
"$1,000-$1,249 ($52,000-$64,999)",Ivanhoe,149
"$1,250-$1,499 ($65,000-$77,999)",Ivanhoe,153
"$1,500-$1,749 ($78,000-$90,999)",Ivanhoe,154
"$1,750-$1,999 ($91,000-$103,999)",Ivanhoe,136
"$2,000-$2,499 ($104,000-$129,999)",Ivanhoe,327
"$2,500-$2,999 ($130,000-$155,999)",Ivanhoe,254
"$3,000-$3,499 ($156,000-$181,999)",Ivanhoe,196
"$3,500-$3,999 ($182,000-$207,999)",Ivanhoe,179
"$4,000-$4,499 ($208,000-$233,999)",Ivanhoe,140
"$4,500-$4,999 ($234,000-$259,999)",Ivanhoe,152
"$5,000-$5,999 ($260,000-$311,999)",Ivanhoe,180
"$6,000-$7,999 ($312,000-$415,999)",Ivanhoe,157
"$8,000 or more ($416,000 or more)",Ivanhoe,17
Partial income stated,Ivanhoe,281
All incomes not stated,Ivanhoe,36
Negative income,Ivanhoe,8
Nil income,Ivanhoe,29
"$1-$149 ($1-$7,799)",Ivanhoe,10
"$150-$299 ($7,800-$15,599)",Ivanhoe,14
"$300-$399 ($15,600-$20,799)",Ivanhoe,9
"$400-$499 ($20,800-$25,999)",Ivanhoe,36
"$500-$649 ($26,000-$33,799)",Ivanhoe,35
"$650-$799 ($33,800-$41,599)",Ivanhoe,103
"$800-$999 ($41,600-$51,999)",Ivanhoe,118
"$1,000-$1,249 ($52,000-$64,999)",Ivanhoe,3
"$1,250-$1,499 ($65,000-$77,999)",Ivanhoe,3
"$1,500-$1,749 ($78,000-$90,999)",Ivanhoe,3
"$1,750-$1,999 ($91,000-$103,999)",Ivanhoe,5
"$2,000-$2,499 ($104,000-$129,999)",Ivanhoe,6
"$2,500-$2,999 ($130,000-$155,999)",Ivanhoe,8
"$3,000-$3,499 ($156,000-$181,999)",Ivanhoe,12
"$3,500-$3,999 ($182,000-$207,999)",Ivanhoe,5
"$4,000-$4,499 ($208,000-$233,999)",Ivanhoe,8
"$4,500-$4,999 ($234,000-$259,999)",Ivanhoe,3
"$5,000-$5,999 ($260,000-$311,999)",Ivanhoe,6
"$6,000-$7,999 ($312,000-$415,999)",Ivanhoe,3
"$8,000 or more ($416,000 or more)",Ivanhoe,0
Partial income stated,Ivanhoe,8
All incomes not stated,Ivanhoe,0
Negative income,Ivanhoe,0
Nil income,Ivanhoe,0
"$1-$149 ($1-$7,799)",Ivanhoe,0
"$150-$299 ($7,800-$15,599)",Ivanhoe,0
"$300-$399 ($15,600-$20,799)",Ivanhoe,0
"$400-$499 ($20,800-$25,999)",Ivanhoe,0
"$500-$649 ($26,000-$33,799)",Ivanhoe,0
"$650-$799 ($33,800-$41,599)",Ivanhoe,3
"$800-$999 ($41,600-$51,999)",Ivanhoe,0
"$1,000-$1,249 ($52,000-$64,999)",Ivanhoe,3
"$1,250-$1,499 ($65,000-$77,999)",Ivanhoe,0
"$1,500-$1,749 ($78,000-$90,999)",Ivanhoe,3
"$1,750-$1,999 ($91,000-$103,999)",Ivanhoe,3
"$2,000-$2,499 ($104,000-$129,999)",Ivanhoe,4
"$2,500-$2,999 ($130,000-$155,999)",Ivanhoe,3
"$3,000-$3,499 ($156,000-$181,999)",Ivanhoe,5
"$3,500-$3,999 ($182,000-$207,999)",Ivanhoe,7
"$4,000-$4,499 ($208,000-$233,999)",Ivanhoe,4
"$4,500-$4,999 ($234,000-$259,999)",Ivanhoe,3
"$5,000-$5,999 ($260,000-$311,999)",Ivanhoe,3
"$6,000-$7,999 ($312,000-$415,999)",Ivanhoe,3
"$8,000 or more ($416,000 or more)",Ivanhoe,0
Partial income stated,Ivanhoe,3
All incomes not stated,Ivanhoe,0
Negative income,Ivanhoe,0
Nil income,Ivanhoe,0
"$1-$149 ($1-$7,799)",Ivanhoe,0
"$150-$299 ($7,800-$15,599)",Ivanhoe,0
"$300-$399 ($15,600-$20,799)",Ivanhoe,0
"$400-$499 ($20,800-$25,999)",Ivanhoe,0
"$500-$649 ($26,000-$33,799)",Ivanhoe,0
"$650-$799 ($33,800-$41,599)",Ivanhoe,0
"$800-$999 ($41,600-$51,999)",Ivanhoe,0
"$1,000-$1,249 ($52,000-$64,999)",Ivanhoe,0
"$1,250-$1,499 ($65,000-$77,999)",Ivanhoe,0
"$1,500-$1,749 ($78,000-$90,999)",Ivanhoe,0
"$1,750-$1,999 ($91,000-$103,999)",Ivanhoe,0
"$2,000-$2,499 ($104,000-$129,999)",Ivanhoe,0
"$2,500-$2,999 ($130,000-$155,999)",Ivanhoe,0
"$3,000-$3,499 ($156,000-$181,999)",Ivanhoe,0
"$3,500-$3,999 ($182,000-$207,999)",Ivanhoe,0
"$4,000-$4,499 ($208,000-$233,999)",Ivanhoe,0
"$4,500-$4,999 ($234,000-$259,999)",Ivanhoe,0
"$5,000-$5,999 ($260,000-$311,999)",Ivanhoe,0
"$6,000-$7,999 ($312,000-$415,999)",Ivanhoe,0
"$8,000 or more ($416,000 or more)",Ivanhoe,0
Partial income stated,Ivanhoe,0
All incomes not stated,Ivanhoe,0
Negative income,Ivanhoe,0
Nil income,Ivanhoe,0
"$1-$149 ($1-$7,799)",Ivanhoe,0
"$150-$299 ($7,800-$15,599)",Ivanhoe,0
"$300-$399 ($15,600-$20,799)",Ivanhoe,0
"$400-$499 ($20,800-$25,999)",Ivanhoe,0
"$500-$649 ($26,000-$33,799)",Ivanhoe,0
"$650-$799 ($33,800-$41,599)",Ivanhoe,0
"$800-$999 ($41,600-$51,999)",Ivanhoe,0
"$1,000-$1,249 ($52,000-$64,999)",Ivanhoe,0
"$1,250-$1,499 ($65,000-$77,999)",Ivanhoe,0
"$1,500-$1,749 ($78,000-$90,999)",Ivanhoe,0
"$1,750-$1,999 ($91,000-$103,999)",Ivanhoe,0
"$2,000-$2,499 ($104,000-$129,999)",Ivanhoe,0
"$2,500-$2,999 ($130,000-$155,999)",Ivanhoe,0
"$3,000-$3,499 ($156,000-$181,999)",Ivanhoe,0
"$3,500-$3,999 ($182,000-$207,999)",Ivanhoe,0
"$4,000-$4,499 ($208,000-$233,999)",Ivanhoe,0
"$4,500-$4,999 ($234,000-$259,999)",Ivanhoe,0
"$5,000-$5,999 ($260,000-$311,999)",Ivanhoe,0
"$6,000-$7,999 ($312,000-$415,999)",Ivanhoe,0
"$8,000 or more ($416,000 or more)",Ivanhoe,0
Partial income stated,Ivanhoe,0
All incomes not stated,Ivanhoe,0
Negative income,Ivanhoe,0
Nil income,Ivanhoe,0
"$1-$149 ($1-$7,799)",Ivanhoe,0
"$150-$299 ($7,800-$15,599)",Ivanhoe,0
"$300-$399 ($15,600-$20,799)",Ivanhoe,0
"$400-$499 ($20,800-$25,999)",Ivanhoe,0
"$500-$649 ($26,000-$33,799)",Ivanhoe,0
"$650-$799 ($33,800-$41,599)",Ivanhoe,0
"$800-$999 ($41,600-$51,999)",Ivanhoe,0
"$1,000-$1,249 ($52,000-$64,999)",Ivanhoe,0
"$1,250-$1,499 ($65,000-$77,999)",Ivanhoe,0
"$1,500-$1,749 ($78,000-$90,999)",Ivanhoe,0
"$1,750-$1,999 ($91,000-$103,999)",Ivanhoe,0
"$2,000-$2,499 ($104,000-$129,999)",Ivanhoe,0
"$2,500-$2,999 ($130,000-$155,999)",Ivanhoe,0
"$3,000-$3,499 ($156,000-$181,999)",Ivanhoe,0
"$3,500-$3,999 ($182,000-$207,999)",Ivanhoe,0
"$4,000-$4,499 ($208,000-$233,999)",Ivanhoe,0
"$4,500-$4,999 ($234,000-$259,999)",Ivanhoe,0
"$5,000-$5,999 ($260,000-$311,999)",Ivanhoe,0
"$6,000-$7,999 ($312,000-$415,999)",Ivanhoe,0
"$8,000 or more ($416,000 or more)",Ivanhoe,0
Partial income stated,Ivanhoe,0
All incomes not stated,Ivanhoe,0
Negative income,Ivanhoe,0
Nil income,Ivanhoe,0
"$1-$149 ($1-$7,799)",Ivanhoe,0
"$150-$299 ($7,800-$15,599)",Ivanhoe,0
"$300-$399 ($15,600-$20,799)",Ivanhoe,0
"$400-$499 ($20,800-$25,999)",Ivanhoe,0
"$500-$649 ($26,000-$33,799)",Ivanhoe,0
"$650-$799 ($33,800-$41,599)",Ivanhoe,0
"$800-$999 ($41,600-$51,999)",Ivanhoe,0
"$1,000-$1,249 ($52,000-$64,999)",Ivanhoe East - Eaglemont,146
"$1,250-$1,499 ($65,000-$77,999)",Ivanhoe East - Eaglemont,125
"$1,500-$1,749 ($78,000-$90,999)",Ivanhoe East - Eaglemont,118
"$1,750-$1,999 ($91,000-$103,999)",Ivanhoe East - Eaglemont,122
"$2,000-$2,499 ($104,000-$129,999)",Ivanhoe East - Eaglemont,256
"$2,500-$2,999 ($130,000-$155,999)",Ivanhoe East - Eaglemont,160
"$3,000-$3,499 ($156,000-$181,999)",Ivanhoe East - Eaglemont,128
"$3,500-$3,999 ($182,000-$207,999)",Ivanhoe East - Eaglemont,210
"$4,000-$4,499 ($208,000-$233,999)",Ivanhoe East - Eaglemont,109
"$4,500-$4,999 ($234,000-$259,999)",Ivanhoe East - Eaglemont,172
"$5,000-$5,999 ($260,000-$311,999)",Ivanhoe East - Eaglemont,171
"$6,000-$7,999 ($312,000-$415,999)",Ivanhoe East - Eaglemont,168
"$8,000 or more ($416,000 or more)",Ivanhoe East - Eaglemont,29
Partial income stated,Ivanhoe East - Eaglemont,242
All incomes not stated,Ivanhoe East - Eaglemont,57
Negative income,Ivanhoe East - Eaglemont,4
Nil income,Ivanhoe East - Eaglemont,29
"$1-$149 ($1-$7,799)",Ivanhoe East - Eaglemont,19
"$150-$299 ($7,800-$15,599)",Ivanhoe East - Eaglemont,46
"$300-$399 ($15,600-$20,799)",Ivanhoe East - Eaglemont,41
"$400-$499 ($20,800-$25,999)",Ivanhoe East - Eaglemont,83
"$500-$649 ($26,000-$33,799)",Ivanhoe East - Eaglemont,67
"$650-$799 ($33,800-$41,599)",Ivanhoe East - Eaglemont,91
"$800-$999 ($41,600-$51,999)",Ivanhoe East - Eaglemont,100
"$1,000-$1,249 ($52,000-$64,999)",Ivanhoe East - Eaglemont,93
"$1,250-$1,499 ($65,000-$77,999)",Ivanhoe East - Eaglemont,87
"$1,500-$1,749 ($78,000-$90,999)",Ivanhoe East - Eaglemont,67
"$1,750-$1,999 ($91,000-$103,999)",Ivanhoe East - Eaglemont,91
"$2,000-$2,499 ($104,000-$129,999)",Ivanhoe East - Eaglemont,190
"$2,500-$2,999 ($130,000-$155,999)",Ivanhoe East - Eaglemont,151
"$3,000-$3,499 ($156,000-$181,999)",Ivanhoe East - Eaglemont,126
"$3,500-$3,999 ($182,000-$207,999)",Ivanhoe East - Eaglemont,144
"$4,000-$4,499 ($208,000-$233,999)",Ivanhoe East - Eaglemont,105
"$4,500-$4,999 ($234,000-$259,999)",Ivanhoe East - Eaglemont,171
"$5,000-$5,999 ($260,000-$311,999)",Ivanhoe East - Eaglemont,170
"$6,000-$7,999 ($312,000-$415,999)",Ivanhoe East - Eaglemont,162
"$8,000 or more ($416,000 or more)",Ivanhoe East - Eaglemont,27
Partial income stated,Ivanhoe East - Eaglemont,225
All incomes not stated,Ivanhoe East - Eaglemont,28
Negative income,Ivanhoe East - Eaglemont,0
Nil income,Ivanhoe East - Eaglemont,12
"$1-$149 ($1-$7,799)",Ivanhoe East - Eaglemont,10
"$150-$299 ($7,800-$15,599)",Ivanhoe East - Eaglemont,14
"$300-$399 ($15,600-$20,799)",Ivanhoe East - Eaglemont,7
"$400-$499 ($20,800-$25,999)",Ivanhoe East - Eaglemont,21
"$500-$649 ($26,000-$33,799)",Ivanhoe East - Eaglemont,24
"$650-$799 ($33,800-$41,599)",Ivanhoe East - Eaglemont,44
"$800-$999 ($41,600-$51,999)",Ivanhoe East - Eaglemont,57
"$1,000-$1,249 ($52,000-$64,999)",Ivanhoe East - Eaglemont,0
"$1,250-$1,499 ($65,000-$77,999)",Ivanhoe East - Eaglemont,3
"$1,500-$1,749 ($78,000-$90,999)",Ivanhoe East - Eaglemont,0
"$1,750-$1,999 ($91,000-$103,999)",Ivanhoe East - Eaglemont,0
"$2,000-$2,499 ($104,000-$129,999)",Ivanhoe East - Eaglemont,8
"$2,500-$2,999 ($130,000-$155,999)",Ivanhoe East - Eaglemont,4
"$3,000-$3,499 ($156,000-$181,999)",Ivanhoe East - Eaglemont,3
"$3,500-$3,999 ($182,000-$207,999)",Ivanhoe East - Eaglemont,6
"$4,000-$4,499 ($208,000-$233,999)",Ivanhoe East - Eaglemont,6
"$4,500-$4,999 ($234,000-$259,999)",Ivanhoe East - Eaglemont,0
"$5,000-$5,999 ($260,000-$311,999)",Ivanhoe East - Eaglemont,0
"$6,000-$7,999 ($312,000-$415,999)",Ivanhoe East - Eaglemont,3
"$8,000 or more ($416,000 or more)",Ivanhoe East - Eaglemont,0
Partial income stated,Ivanhoe East - Eaglemont,4
All incomes not stated,Ivanhoe East - Eaglemont,0
Negative income,Ivanhoe East - Eaglemont,0
Nil income,Ivanhoe East - Eaglemont,0
"$1-$149 ($1-$7,799)",Ivanhoe East - Eaglemont,0
"$150-$299 ($7,800-$15,599)",Ivanhoe East - Eaglemont,0
"$300-$399 ($15,600-$20,799)",Ivanhoe East - Eaglemont,0
"$400-$499 ($20,800-$25,999)",Ivanhoe East - Eaglemont,0
"$500-$649 ($26,000-$33,799)",Ivanhoe East - Eaglemont,0
"$650-$799 ($33,800-$41,599)",Ivanhoe East - Eaglemont,0
"$800-$999 ($41,600-$51,999)",Ivanhoe East - Eaglemont,3
"$1,000-$1,249 ($52,000-$64,999)",Ivanhoe East - Eaglemont,0
"$1,250-$1,499 ($65,000-$77,999)",Ivanhoe East - Eaglemont,0
"$1,500-$1,749 ($78,000-$90,999)",Ivanhoe East - Eaglemont,3
"$1,750-$1,999 ($91,000-$103,999)",Ivanhoe East - Eaglemont,0
"$2,000-$2,499 ($104,000-$129,999)",Ivanhoe East - Eaglemont,4
"$2,500-$2,999 ($130,000-$155,999)",Ivanhoe East - Eaglemont,0
"$3,000-$3,499 ($156,000-$181,999)",Ivanhoe East - Eaglemont,0
"$3,500-$3,999 ($182,000-$207,999)",Ivanhoe East - Eaglemont,3
"$4,000-$4,499 ($208,000-$233,999)",Ivanhoe East - Eaglemont,0
"$4,500-$4,999 ($234,000-$259,999)",Ivanhoe East - Eaglemont,0
"$5,000-$5,999 ($260,000-$311,999)",Ivanhoe East - Eaglemont,3
"$6,000-$7,999 ($312,000-$415,999)",Ivanhoe East - Eaglemont,6
"$8,000 or more ($416,000 or more)",Ivanhoe East - Eaglemont,3
Partial income stated,Ivanhoe East - Eaglemont,9
All incomes not stated,Ivanhoe East - Eaglemont,0
Negative income,Ivanhoe East - Eaglemont,0
Nil income,Ivanhoe East - Eaglemont,0
"$1-$149 ($1-$7,799)",Ivanhoe East - Eaglemont,0
"$150-$299 ($7,800-$15,599)",Ivanhoe East - Eaglemont,0
"$300-$399 ($15,600-$20,799)",Ivanhoe East - Eaglemont,0
"$400-$499 ($20,800-$25,999)",Ivanhoe East - Eaglemont,0
"$500-$649 ($26,000-$33,799)",Ivanhoe East - Eaglemont,0
"$650-$799 ($33,800-$41,599)",Ivanhoe East - Eaglemont,0
"$800-$999 ($41,600-$51,999)",Ivanhoe East - Eaglemont,0
"$1,000-$1,249 ($52,000-$64,999)",Ivanhoe East - Eaglemont,0
"$1,250-$1,499 ($65,000-$77,999)",Ivanhoe East - Eaglemont,0
"$1,500-$1,749 ($78,000-$90,999)",Ivanhoe East - Eaglemont,0
"$1,750-$1,999 ($91,000-$103,999)",Ivanhoe East - Eaglemont,0
"$2,000-$2,499 ($104,000-$129,999)",Ivanhoe East - Eaglemont,0
"$2,500-$2,999 ($130,000-$155,999)",Ivanhoe East - Eaglemont,0
"$3,000-$3,499 ($156,000-$181,999)",Ivanhoe East - Eaglemont,0
"$3,500-$3,999 ($182,000-$207,999)",Ivanhoe East - Eaglemont,0
"$4,000-$4,499 ($208,000-$233,999)",Ivanhoe East - Eaglemont,0
"$4,500-$4,999 ($234,000-$259,999)",Ivanhoe East - Eaglemont,0
"$5,000-$5,999 ($260,000-$311,999)",Ivanhoe East - Eaglemont,0
"$6,000-$7,999 ($312,000-$415,999)",Ivanhoe East - Eaglemont,0
"$8,000 or more ($416,000 or more)",Ivanhoe East - Eaglemont,0
Partial income stated,Ivanhoe East - Eaglemont,0
All incomes not stated,Ivanhoe East - Eaglemont,0
Negative income,Ivanhoe East - Eaglemont,0
Nil income,Ivanhoe East - Eaglemont,0
"$1-$149 ($1-$7,799)",Ivanhoe East - Eaglemont,0
"$150-$299 ($7,800-$15,599)",Ivanhoe East - Eaglemont,0
"$300-$399 ($15,600-$20,799)",Ivanhoe East - Eaglemont,0
"$400-$499 ($20,800-$25,999)",Ivanhoe East - Eaglemont,0
"$500-$649 ($26,000-$33,799)",Ivanhoe East - Eaglemont,0
"$650-$799 ($33,800-$41,599)",Ivanhoe East - Eaglemont,0
"$800-$999 ($41,600-$51,999)",Ivanhoe East - Eaglemont,0
"$1,000-$1,249 ($52,000-$64,999)",Ivanhoe East - Eaglemont,0
"$1,250-$1,499 ($65,000-$77,999)",Ivanhoe East - Eaglemont,0
"$1,500-$1,749 ($78,000-$90,999)",Ivanhoe East - Eaglemont,0
"$1,750-$1,999 ($91,000-$103,999)",Ivanhoe East - Eaglemont,0
"$2,000-$2,499 ($104,000-$129,999)",Ivanhoe East - Eaglemont,0
"$2,500-$2,999 ($130,000-$155,999)",Ivanhoe East - Eaglemont,0
"$3,000-$3,499 ($156,000-$181,999)",Ivanhoe East - Eaglemont,0
"$3,500-$3,999 ($182,000-$207,999)",Ivanhoe East - Eaglemont,0
"$4,000-$4,499 ($208,000-$233,999)",Ivanhoe East - Eaglemont,0
"$4,500-$4,999 ($234,000-$259,999)",Ivanhoe East - Eaglemont,0
"$5,000-$5,999 ($260,000-$311,999)",Ivanhoe East - Eaglemont,0
"$6,000-$7,999 ($312,000-$415,999)",Ivanhoe East - Eaglemont,0
"$8,000 or more ($416,000 or more)",Ivanhoe East - Eaglemont,0
Partial income stated,Ivanhoe East - Eaglemont,0
All incomes not stated,Ivanhoe East - Eaglemont,0
Negative income,Ivanhoe East - Eaglemont,0
Nil income,Ivanhoe East - Eaglemont,0
"$1-$149 ($1-$7,799)",Ivanhoe East - Eaglemont,0
"$150-$299 ($7,800-$15,599)",Ivanhoe East - Eaglemont,0
"$300-$399 ($15,600-$20,799)",Ivanhoe East - Eaglemont,0
"$400-$499 ($20,800-$25,999)",Ivanhoe East - Eaglemont,0
"$500-$649 ($26,000-$33,799)",Ivanhoe East - Eaglemont,0
"$650-$799 ($33,800-$41,599)",Ivanhoe East - Eaglemont,0
"$800-$999 ($41,600-$51,999)",Ivanhoe East - Eaglemont,0
"$1,000-$1,249 ($52,000-$64,999)",Ivanhoe East - Eaglemont,0
"$1,250-$1,499 ($65,000-$77,999)",Ivanhoe East - Eaglemont,0
"$1,500-$1,749 ($78,000-$90,999)",Ivanhoe East - Eaglemont,0
"$1,750-$1,999 ($91,000-$103,999)",Ivanhoe East - Eaglemont,0
"$2,000-$2,499 ($104,000-$129,999)",Ivanhoe East - Eaglemont,0
"$2,500-$2,999 ($130,000-$155,999)",Ivanhoe East - Eaglemont,0
"$3,000-$3,499 ($156,000-$181,999)",Ivanhoe East - Eaglemont,0
"$3,500-$3,999 ($182,000-$207,999)",Ivanhoe East - Eaglemont,0
"$4,000-$4,499 ($208,000-$233,999)",Ivanhoe East - Eaglemont,0
"$4,500-$4,999 ($234,000-$259,999)",Ivanhoe East - Eaglemont,0
"$5,000-$5,999 ($260,000-$311,999)",Ivanhoe East - Eaglemont,0
"$6,000-$7,999 ($312,000-$415,999)",Ivanhoe East - Eaglemont,0
"$8,000 or more ($416,000 or more)",Ivanhoe East - Eaglemont,0
Partial income stated,Ivanhoe East - Eaglemont,0
All incomes not stated,Ivanhoe East - Eaglemont,0
Negative income,Ivanhoe East - Eaglemont,0
Nil income,Ivanhoe East - Eaglemont,0
"$1-$149 ($1-$7,799)",Ivanhoe East - Eaglemont,0
"$150-$299 ($7,800-$15,599)",Ivanhoe East - Eaglemont,0
"$300-$399 ($15,600-$20,799)",Ivanhoe East - Eaglemont,0
"$400-$499 ($20,800-$25,999)",Ivanhoe East - Eaglemont,0
"$500-$649 ($26,000-$33,799)",Ivanhoe East - Eaglemont,0
"$650-$799 ($33,800-$41,599)",Ivanhoe East - Eaglemont,0
"$800-$999 ($41,600-$51,999)",Ivanhoe East - Eaglemont,0
"$1,000-$1,249 ($52,000-$64,999)",Montmorency - Briar Hill,458
"$1,250-$1,499 ($65,000-$77,999)",Montmorency - Briar Hill,461
"$1,500-$1,749 ($78,000-$90,999)",Montmorency - Briar Hill,337
"$1,750-$1,999 ($91,000-$103,999)",Montmorency - Briar Hill,359
"$2,000-$2,499 ($104,000-$129,999)",Montmorency - Briar Hill,764
"$2,500-$2,999 ($130,000-$155,999)",Montmorency - Briar Hill,504
"$3,000-$3,499 ($156,000-$181,999)",Montmorency - Briar Hill,332
"$3,500-$3,999 ($182,000-$207,999)",Montmorency - Briar Hill,255
"$4,000-$4,499 ($208,000-$233,999)",Montmorency - Briar Hill,152
"$4,500-$4,999 ($234,000-$259,999)",Montmorency - Briar Hill,144
"$5,000-$5,999 ($260,000-$311,999)",Montmorency - Briar Hill,94
"$6,000-$7,999 ($312,000-$415,999)",Montmorency - Briar Hill,75
"$8,000 or more ($416,000 or more)",Montmorency - Briar Hill,8
Partial income stated,Montmorency - Briar Hill,435
All incomes not stated,Montmorency - Briar Hill,120
Negative income,Montmorency - Briar Hill,12
Nil income,Montmorency - Briar Hill,57
"$1-$149 ($1-$7,799)",Montmorency - Briar Hill,28
"$150-$299 ($7,800-$15,599)",Montmorency - Briar Hill,89
"$300-$399 ($15,600-$20,799)",Montmorency - Briar Hill,107
"$400-$499 ($20,800-$25,999)",Montmorency - Briar Hill,274
"$500-$649 ($26,000-$33,799)",Montmorency - Briar Hill,223
"$650-$799 ($33,800-$41,599)",Montmorency - Briar Hill,365
"$800-$999 ($41,600-$51,999)",Montmorency - Briar Hill,348
"$1,000-$1,249 ($52,000-$64,999)",Montmorency - Briar Hill,304
"$1,250-$1,499 ($65,000-$77,999)",Montmorency - Briar Hill,318
"$1,500-$1,749 ($78,000-$90,999)",Montmorency - Briar Hill,246
"$1,750-$1,999 ($91,000-$103,999)",Montmorency - Briar Hill,282
"$2,000-$2,499 ($104,000-$129,999)",Montmorency - Briar Hill,654
"$2,500-$2,999 ($130,000-$155,999)",Montmorency - Briar Hill,480
"$3,000-$3,499 ($156,000-$181,999)",Montmorency - Briar Hill,314
"$3,500-$3,999 ($182,000-$207,999)",Montmorency - Briar Hill,201
"$4,000-$4,499 ($208,000-$233,999)",Montmorency - Briar Hill,140
"$4,500-$4,999 ($234,000-$259,999)",Montmorency - Briar Hill,126
"$5,000-$5,999 ($260,000-$311,999)",Montmorency - Briar Hill,86
"$6,000-$7,999 ($312,000-$415,999)",Montmorency - Briar Hill,68
"$8,000 or more ($416,000 or more)",Montmorency - Briar Hill,5
Partial income stated,Montmorency - Briar Hill,380
All incomes not stated,Montmorency - Briar Hill,46
Negative income,Montmorency - Briar Hill,9
Nil income,Montmorency - Briar Hill,19
"$1-$149 ($1-$7,799)",Montmorency - Briar Hill,14
"$150-$299 ($7,800-$15,599)",Montmorency - Briar Hill,31
"$300-$399 ($15,600-$20,799)",Montmorency - Briar Hill,21
"$400-$499 ($20,800-$25,999)",Montmorency - Briar Hill,57
