MEASURE,Measure,REGIONTYPE,Geography Level,ASGS_2016,Region,FREQUENCY,Frequency,TIME,Time,Value,Flag Codes,Flags
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212011288,Bunyip - Garfield,A,Annual,2019,2019,9346,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212011289,Emerald - Cockatoo,A,Annual,2019,2019,18905,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212011290,Koo Wee Rup,A,Annual,2019,2019,8566,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212011291,Pakenham - North,A,Annual,2019,2019,22657,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212011292,Pakenham - South,A,Annual,2019,2019,33108,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21202,Casey - North,A,Annual,2019,2019,141691,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212021293,Berwick - North,A,Annual,2019,2019,24176,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212021294,Berwick - South,A,Annual,2019,2019,29079,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212021295,Doveton,A,Annual,2019,2019,12274,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212021297,Hallam,A,Annual,2019,2019,11768,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212021299,Narre Warren North,A,Annual,2019,2019,8646,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212021453,Endeavour Hills - North,A,Annual,2019,2019,12500,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212021454,Endeavour Hills - South,A,Annual,2019,2019,14044,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212021455,Narre Warren - North East,A,Annual,2019,2019,14195,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212021456,Narre Warren - South West,A,Annual,2019,2019,15009,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21203,Casey - South,A,Annual,2019,2019,212181,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212031300,Cranbourne,A,Annual,2019,2019,21309,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212031301,Cranbourne East,A,Annual,2019,2019,49199,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212031302,Cranbourne North,A,Annual,2019,2019,24904,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212031303,Cranbourne South,A,Annual,2019,2019,11972,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212031304,Cranbourne West,A,Annual,2019,2019,19755,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212031305,Hampton Park - Lynbrook,A,Annual,2019,2019,27656,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212031306,Lynbrook - Lyndhurst,A,Annual,2019,2019,17486,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212031308,Pearcedale - Tooradin,A,Annual,2019,2019,8176,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212031457,Narre Warren South (East),A,Annual,2019,2019,13864,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212031458,Narre Warren South (West),A,Annual,2019,2019,17860,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21204,Dandenong,A,Annual,2019,2019,205582,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212041309,Clarinda - Oakleigh South,A,Annual,2019,2019,12340,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212041310,Clayton South,A,Annual,2019,2019,14288,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212041311,Dandenong,A,Annual,2019,2019,34295,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212041312,Dandenong North,A,Annual,2019,2019,23960,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212041313,Dingley Village,A,Annual,2019,2019,10753,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212041314,Keysborough,A,Annual,2019,2019,30889,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212041316,Noble Park North,A,Annual,2019,2019,7936,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212041317,Springvale,A,Annual,2019,2019,23915,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212041318,Springvale South,A,Annual,2019,2019,13408,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212041459,Noble Park - East,A,Annual,2019,2019,13620,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212041460,Noble Park - West,A,Annual,2019,2019,20178,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21205,Monash,A,Annual,2019,2019,194429,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212051319,Ashwood - Chadstone,A,Annual,2019,2019,20606,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212051320,Clayton,A,Annual,2019,2019,27555,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212051321,Glen Waverley - East,A,Annual,2019,2019,22472,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212051322,Glen Waverley - West,A,Annual,2019,2019,20964,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212051323,Mount Waverley - North,A,Annual,2019,2019,16452,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212051324,Mount Waverley - South,A,Annual,2019,2019,20239,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212051325,Mulgrave,A,Annual,2019,2019,21035,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212051326,Oakleigh - Huntingdale,A,Annual,2019,2019,24068,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,212051327,Wheelers Hill,A,Annual,2019,2019,21038,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,213,Melbourne - West,A,Annual,2019,2019,846457,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21301,Brimbank,A,Annual,2019,2019,200346,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213011328,Ardeer - Albion,A,Annual,2019,2019,8530,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213011329,Cairnlea,A,Annual,2019,2019,10643,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213011330,Deer Park - Derrimut,A,Annual,2019,2019,28920,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213011331,Delahey,A,Annual,2019,2019,8816,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213011332,Keilor Downs,A,Annual,2019,2019,13834,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213011333,Kings Park (Vic.),A,Annual,2019,2019,14691,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213011334,St Albans - North,A,Annual,2019,2019,21795,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213011335,St Albans - South,A,Annual,2019,2019,18554,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213011336,Sunshine,A,Annual,2019,2019,10641,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213011337,Sunshine North,A,Annual,2019,2019,12533,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213011338,Sunshine West,A,Annual,2019,2019,20267,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213011339,Sydenham,A,Annual,2019,2019,12799,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213011340,Taylors Lakes,A,Annual,2019,2019,18323,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21302,Hobsons Bay,A,Annual,2019,2019,92256,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213021341,Altona,A,Annual,2019,2019,14002,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213021342,Altona Meadows,A,Annual,2019,2019,20454,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213021343,Altona North,A,Annual,2019,2019,15425,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213021344,Newport,A,Annual,2019,2019,19563,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213021345,Seabrook,A,Annual,2019,2019,5542,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213021346,Williamstown,A,Annual,2019,2019,17270,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21303,Maribyrnong,A,Annual,2019,2019,93448,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213031347,Braybrook,A,Annual,2019,2019,20514,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213031348,Footscray,A,Annual,2019,2019,19148,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213031349,Maribyrnong,A,Annual,2019,2019,14115,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213031350,Seddon - Kingsville,A,Annual,2019,2019,10121,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213031351,West Footscray - Tottenham,A,Annual,2019,2019,12929,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213031352,Yarraville,A,Annual,2019,2019,16621,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21304,Melton - Bacchus Marsh,A,Annual,2019,2019,184425,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213041353,Bacchus Marsh,A,Annual,2019,2019,22964,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213041355,Hillside,A,Annual,2019,2019,25220,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213041356,Melton,A,Annual,2019,2019,20596,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213041357,Melton South,A,Annual,2019,2019,30689,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213041358,Melton West,A,Annual,2019,2019,20892,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213041359,Rockbank - Mount Cottrell,A,Annual,2019,2019,8815,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213041360,Taylors Hill,A,Annual,2019,2019,21219,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213041461,Burnside,A,Annual,2019,2019,5396,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213041462,Burnside Heights,A,Annual,2019,2019,6785,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213041463,Caroline Springs,A,Annual,2019,2019,21849,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21305,Wyndham,A,Annual,2019,2019,275982,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213051361,Hoppers Crossing - North,A,Annual,2019,2019,20279,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213051362,Hoppers Crossing - South,A,Annual,2019,2019,20664,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213051363,Laverton,A,Annual,2019,2019,11577,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213051365,Tarneit,A,Annual,2019,2019,46707,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213051366,Truganina,A,Annual,2019,2019,33144,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213051368,Werribee - South,A,Annual,2019,2019,14162,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213051369,Wyndham Vale,A,Annual,2019,2019,29215,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213051464,Point Cook - East,A,Annual,2019,2019,17886,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213051465,Point Cook - North,A,Annual,2019,2019,25541,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213051466,Point Cook - South,A,Annual,2019,2019,19473,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213051467,Werribee - East,A,Annual,2019,2019,21064,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,213051468,Werribee - West,A,Annual,2019,2019,16270,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,214,Mornington Peninsula,A,Annual,2019,2019,310279,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21401,Frankston,A,Annual,2019,2019,142643,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214011370,Carrum Downs,A,Annual,2019,2019,22264,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214011371,Frankston,A,Annual,2019,2019,24104,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214011372,Frankston North,A,Annual,2019,2019,19940,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214011373,Frankston South,A,Annual,2019,2019,19305,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214011374,Langwarrin,A,Annual,2019,2019,25293,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214011375,Seaford (Vic.),A,Annual,2019,2019,17490,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214011376,Skye - Sandhurst,A,Annual,2019,2019,14247,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,21402,Mornington Peninsula,A,Annual,2019,2019,167636,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214021377,Dromana,A,Annual,2019,2019,12566,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214021378,Flinders,A,Annual,2019,2019,5646,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214021379,Hastings - Somers,A,Annual,2019,2019,23654,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214021380,Mornington,A,Annual,2019,2019,26211,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214021381,Mount Eliza,A,Annual,2019,2019,19140,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214021382,Mount Martha,A,Annual,2019,2019,20022,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214021383,Point Nepean,A,Annual,2019,2019,18709,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214021384,Rosebud - McCrae,A,Annual,2019,2019,22286,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,214021385,Somerville,A,Annual,2019,2019,19402,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,201,Ballarat,A,Annual,2019,2019,167552,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20101,Ballarat,A,Annual,2019,2019,111732,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201011001,Alfredton,A,Annual,2019,2019,14069,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201011002,Ballarat,A,Annual,2019,2019,12225,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201011003,Ballarat - North,A,Annual,2019,2019,24457,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201011004,Ballarat - South,A,Annual,2019,2019,25594,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201011005,Buninyong,A,Annual,2019,2019,7712,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201011006,Delacombe,A,Annual,2019,2019,8494,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201011007,Smythes Creek,A,Annual,2019,2019,4080,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201011008,Wendouree - Miners Rest,A,Annual,2019,2019,15101,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20102,Creswick - Daylesford - Ballan,A,Annual,2019,2019,29625,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201021009,Bacchus Marsh Region,A,Annual,2019,2019,6212,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201021010,Creswick - Clunes,A,Annual,2019,2019,8088,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201021011,Daylesford,A,Annual,2019,2019,9326,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201021012,Gordon (Vic.),A,Annual,2019,2019,5999,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20103,Maryborough - Pyrenees,A,Annual,2019,2019,26195,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201031013,Avoca,A,Annual,2019,2019,3364,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201031014,Beaufort,A,Annual,2019,2019,4548,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201031015,Golden Plains - North,A,Annual,2019,2019,4862,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201031016,Maryborough (Vic.),A,Annual,2019,2019,8066,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,201031017,Maryborough Region,A,Annual,2019,2019,5355,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,202,Bendigo,A,Annual,2019,2019,162918,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20201,Bendigo,A,Annual,2019,2019,100991,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202011018,Bendigo,A,Annual,2019,2019,14779,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202011019,California Gully - Eaglehawk,A,Annual,2019,2019,12978,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202011020,East Bendigo - Kennington,A,Annual,2019,2019,13828,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202011021,Flora Hill - Spring Gully,A,Annual,2019,2019,9692,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202011022,Kangaroo Flat - Golden Square,A,Annual,2019,2019,20563,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202011023,Maiden Gully,A,Annual,2019,2019,5457,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202011024,Strathfieldsaye,A,Annual,2019,2019,9905,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202011025,White Hills - Ascot,A,Annual,2019,2019,13789,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20202,Heathcote - Castlemaine - Kyneton,A,Annual,2019,2019,50312,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202021026,Bendigo Region - South,A,Annual,2019,2019,7891,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202021027,Castlemaine,A,Annual,2019,2019,11196,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202021028,Castlemaine Region,A,Annual,2019,2019,8797,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202021029,Heathcote,A,Annual,2019,2019,4690,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202021030,Kyneton,A,Annual,2019,2019,10226,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202021031,Woodend,A,Annual,2019,2019,7512,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20203,Loddon - Elmore,A,Annual,2019,2019,11615,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202031032,Bendigo Region - North,A,Annual,2019,2019,4580,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,202031033,Loddon,A,Annual,2019,2019,7035,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,203,Geelong,A,Annual,2019,2019,310128,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20301,Barwon - West,A,Annual,2019,2019,20732,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203011034,Bannockburn,A,Annual,2019,2019,7347,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203011035,Golden Plains - South,A,Annual,2019,2019,7433,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203011036,Winchelsea,A,Annual,2019,2019,5952,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20302,Geelong,A,Annual,2019,2019,206080,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203021037,Belmont,A,Annual,2019,2019,14765,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203021038,Corio - Norlane,A,Annual,2019,2019,27571,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203021039,Geelong,A,Annual,2019,2019,13587,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203021040,Geelong West - Hamlyn Heights,A,Annual,2019,2019,20870,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203021041,Grovedale,A,Annual,2019,2019,29379,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203021042,Highton,A,Annual,2019,2019,23798,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203021043,Lara,A,Annual,2019,2019,20579,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203021044,Leopold,A,Annual,2019,2019,13836,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203021045,Newcomb - Moolap,A,Annual,2019,2019,15119,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203021046,Newtown (Vic.),A,Annual,2019,2019,10833,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203021047,North Geelong - Bell Park,A,Annual,2019,2019,15743,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20303,Surf Coast - Bellarine Peninsula,A,Annual,2019,2019,83316,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203031048,Clifton Springs,A,Annual,2019,2019,15399,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203031049,Lorne - Anglesea,A,Annual,2019,2019,5444,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203031050,Ocean Grove - Barwon Heads,A,Annual,2019,2019,28053,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203031051,Portarlington,A,Annual,2019,2019,8158,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203031052,Point Lonsdale - Queenscliff,A,Annual,2019,2019,4496,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,203031053,Torquay,A,Annual,2019,2019,21766,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,204,Hume,A,Annual,2019,2019,178686,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20401,Upper Goulburn Valley,A,Annual,2019,2019,57258,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204011054,Alexandra,A,Annual,2019,2019,6650,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204011055,Euroa,A,Annual,2019,2019,6506,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204011056,Kilmore - Broadford,A,Annual,2019,2019,15515,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204011057,Mansfield (Vic.),A,Annual,2019,2019,9446,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204011058,Nagambie,A,Annual,2019,2019,4269,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204011059,Seymour,A,Annual,2019,2019,6452,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204011060,Seymour Region,A,Annual,2019,2019,4470,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204011061,Upper Yarra Valley,A,Annual,2019,2019,194,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204011062,Yea,A,Annual,2019,2019,3756,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20402,Wangaratta - Benalla,A,Annual,2019,2019,47351,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204021063,Benalla,A,Annual,2019,2019,10450,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204021064,Benalla Region,A,Annual,2019,2019,3665,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204021065,Rutherglen,A,Annual,2019,2019,4049,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204021066,Wangaratta,A,Annual,2019,2019,19411,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204021067,Wangaratta Region,A,Annual,2019,2019,9776,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20403,Wodonga - Alpine,A,Annual,2019,2019,74077,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204031068,Beechworth,A,Annual,2019,2019,4854,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204031069,Bright - Mount Beauty,A,Annual,2019,2019,8526,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204031070,Chiltern - Indigo Valley,A,Annual,2019,2019,3163,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204031071,Myrtleford,A,Annual,2019,2019,4753,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204031072,Towong,A,Annual,2019,2019,6014,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204031073,West Wodonga,A,Annual,2019,2019,15441,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204031074,Wodonga,A,Annual,2019,2019,26642,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,204031075,Yackandandah,A,Annual,2019,2019,4684,,
ERP,Estimated Resident Population,SA4,Statistical Area Level 4,205,Latrobe - Gippsland,A,Annual,2019,2019,286952,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20501,Baw Baw,A,Annual,2019,2019,53486,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205011076,Drouin,A,Annual,2019,2019,18453,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205011077,Mount Baw Baw Region,A,Annual,2019,2019,6191,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205011078,Trafalgar (Vic.),A,Annual,2019,2019,8078,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205011079,Warragul,A,Annual,2019,2019,20764,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20502,Gippsland - East,A,Annual,2019,2019,47422,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205021080,Alps - East,A,Annual,2019,2019,3,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205021081,Bairnsdale,A,Annual,2019,2019,15565,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205021082,Bruthen - Omeo,A,Annual,2019,2019,8171,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205021083,Lake King,A,Annual,2019,2019,0,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205021084,Lakes Entrance,A,Annual,2019,2019,10397,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205021085,Orbost,A,Annual,2019,2019,6448,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205021086,Paynesville,A,Annual,2019,2019,6838,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20503,Gippsland - South West,A,Annual,2019,2019,66346,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205031087,Foster,A,Annual,2019,2019,9079,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205031088,French Island,A,Annual,2019,2019,114,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205031089,Korumburra,A,Annual,2019,2019,9586,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205031090,Leongatha,A,Annual,2019,2019,11470,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205031091,Phillip Island,A,Annual,2019,2019,11750,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205031092,Wilsons Promontory,A,Annual,2019,2019,13,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205031093,Wonthaggi - Inverloch,A,Annual,2019,2019,24334,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20504,Latrobe Valley,A,Annual,2019,2019,75390,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205041094,Churchill,A,Annual,2019,2019,11628,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205041095,Moe - Newborough,A,Annual,2019,2019,16821,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205041096,Morwell,A,Annual,2019,2019,14042,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205041097,Traralgon,A,Annual,2019,2019,28207,,
ERP,Estimated Resident Population,SA2,Statistical Area Level 2,205041098,Yallourn North - Glengarry,A,Annual,2019,2019,4692,,
ERP,Estimated Resident Population,SA3,Statistical Area Level 3,20505,Wellington,A,Annual,2019,2019,44308,,
